Tiempo ,U_YAW,U_PITCH,W_YAW,W_PITCH,YAW,PITCH
-0.4,0.0,0.0,0.0,0.0,0.0,0.0
-0.38,0.0,0.0,0.0,0.0,0.0,0.0
-0.36,0.0,0.0,0.0,0.0,0.0,0.0
-0.34,0.0,0.0,0.0,0.0,0.0,0.0
-0.32,0.0,0.0,0.0,0.0,0.0,0.0
-0.3,0.0,0.0,0.0,0.0,0.0,0.0
-0.28,0.0,0.0,0.0,0.0,0.0,0.0
-0.26,0.0,0.0,0.0,0.0,0.0,0.0
-0.24,0.0,0.0,0.0,0.0,0.0,0.0
-0.22,0.0,0.0,0.0,0.0,0.0,0.0
-0.2,0.0,0.0,0.0,0.0,0.0,0.0
-0.18,0.0,0.0,0.0,0.0,0.0,0.0
-0.16,0.0,0.0,0.0,0.0,0.0,0.0
-0.14,0.0,0.0,0.0,0.0,0.0,0.0
-0.12,0.0,0.0,0.0,0.0,0.0,0.0
-0.1,0.0,0.0,0.0,0.0,0.0,0.0
-0.08,0.0,0.0,0.0,0.0,0.0,0.0
-0.06,0.0,0.0,0.0,0.0,0.0,0.0
-0.04,0.0,0.0,0.0,0.0,0.0,0.0
-0.02,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.993,16.219,0.0,0.0,0.0,-0.583
0.02,3.048,16.474,0.0,0.0,0.0,-0.583
0.04,3.104,16.729,0.0,0.0,0.0,-0.583
0.06,5.043,16.846,0.045,0.0,0.002,-0.583
0.08,7.085,16.955,0.092,0.0,0.003,-0.583
0.1,5.267,17.343,0.046,0.0,0.003,-0.583
0.12,5.114,17.608,0.04,0.0,0.005,-0.583
0.14,7.193,17.715,0.088,0.0,0.007,-0.583
0.16,7.433,17.953,0.091,0.0,0.009,-0.583
0.18,5.505,18.348,0.043,0.0,0.009,-0.583
0.2,5.493,18.603,0.04,0.0,0.01,-0.583
0.22,5.707,18.847,0.043,0.0,0.01,-0.583
0.24,5.835,19.092,0.044,0.0,0.012,-0.583
0.26,7.765,19.209,0.088,0.0,0.014,-0.583
0.28,6.091,19.586,0.046,0.0,0.014,-0.583
0.3,4.073,19.988,-0.005,0.0,0.014,-0.583
0.32,5.148,17.377,0.041,0.134,0.016,-0.578
0.34,4.538,14.741,0.047,0.276,0.016,-0.573
0.36,3.216,16.862,-0.001,0.183,0.016,-0.571
0.38,2.925,16.387,-0.004,0.212,0.016,-0.564
0.4,2.472,14.581,-0.0,0.31,0.016,-0.559
0.42,3.087,16.385,0.0,0.224,0.016,-0.555
0.44,3.783,18.546,0.0,0.121,0.016,-0.553
0.46,3.511,17.755,-0.0,0.168,0.016,-0.548
0.48,2.595,15.01,-0.0,0.313,0.016,-0.541
0.5,0.711,15.155,-0.045,0.317,0.014,-0.536
0.52,0.702,15.426,-0.047,0.305,0.014,-0.529
0.54,2.71,15.389,0.001,0.304,0.014,-0.524
0.56,2.839,15.397,0.004,0.305,0.014,-0.517
0.58,2.411,14.577,0.0,0.35,0.014,-0.51
0.6,2.094,13.651,-0.0,0.397,0.014,-0.501
0.62,2.127,13.695,-0.0,0.396,0.014,-0.494
0.64,0.573,14.789,-0.045,0.348,0.012,-0.487
0.66,0.501,14.864,-0.047,0.345,0.012,-0.48
0.68,3.059,16.482,0.001,0.259,0.012,-0.477
0.7,4.507,14.619,0.049,0.344,0.014,-0.466
0.72,3.812,12.687,0.047,0.446,0.014,-0.459
0.74,3.01,16.397,-0.001,0.265,0.014,-0.456
0.76,2.734,15.852,-0.004,0.292,0.014,-0.447
0.78,2.218,13.81,-0.0,0.398,0.014,-0.44
0.8,2.51,14.595,0.0,0.356,0.014,-0.433
0.82,2.278,13.891,0.0,0.39,0.014,-0.424
0.84,2.25,13.781,-0.0,0.396,0.014,-0.417
0.86,2.264,13.768,-0.0,0.393,0.014,-0.408
0.88,2.274,13.762,0.0,0.392,0.014,-0.401
0.9,2.567,14.599,0.0,0.348,0.014,-0.395
0.92,2.587,14.624,-0.0,0.345,0.014,-0.388
0.94,2.568,14.531,-0.0,0.349,0.014,-0.381
0.96,2.568,14.495,0.0,0.349,0.014,-0.374
0.98,2.572,14.468,0.0,0.349,0.014,-0.367
1.0,2.575,14.434,0.0,0.349,0.014,-0.36
1.02,2.576,14.396,0.0,0.349,0.014,-0.353
1.04,2.576,14.356,0.0,0.349,0.014,-0.346
1.06,2.874,15.22,0.0,0.304,0.014,-0.34
1.08,3.187,16.13,0.0,0.257,0.014,-0.335
1.1,2.89,15.202,0.0,0.303,0.014,-0.328
1.12,2.856,15.076,0.0,0.309,0.014,-0.323
1.14,3.173,15.996,0.0,0.261,0.014,-0.318
1.16,2.902,15.142,0.0,0.303,0.014,-0.311
1.18,2.867,15.011,0.0,0.309,0.014,-0.305
1.2,3.18,15.917,0.0,0.261,0.014,-0.3
1.22,3.205,15.963,0.0,0.258,0.014,-0.295
1.24,3.185,15.874,0.0,0.262,0.014,-0.29
1.26,2.888,14.937,0.0,0.307,0.014,-0.283
1.28,3.174,15.78,0.0,0.264,0.014,-0.279
1.3,3.802,17.641,0.0,0.169,0.014,-0.276
1.32,3.229,15.881,0.0,0.256,0.014,-0.269
1.34,3.158,15.658,0.0,0.269,0.014,-0.265
1.36,3.787,17.52,0.0,0.173,0.014,-0.262
1.38,5.722,17.521,0.045,0.167,0.016,-0.258
1.4,5.487,16.476,0.047,0.219,0.016,-0.253
1.42,3.201,15.656,-0.001,0.267,0.016,-0.248
1.44,3.391,16.565,-0.004,0.221,0.016,-0.244
1.46,3.885,17.548,-0.0,0.17,0.016,-0.241
1.48,3.905,17.536,0.0,0.17,0.016,-0.237
1.5,3.576,16.553,0.0,0.219,0.016,-0.232
1.52,1.978,17.553,-0.045,0.177,0.014,-0.23
1.54,1.916,17.636,-0.047,0.171,0.014,-0.225
1.56,3.589,16.577,0.001,0.219,0.014,-0.222
1.58,3.982,17.367,0.004,0.177,0.014,-0.218
1.6,3.872,17.495,0.0,0.171,0.014,-0.215
1.62,3.84,17.433,-0.0,0.174,0.014,-0.211
1.64,4.15,18.323,-0.0,0.13,0.014,-0.209
1.66,4.472,19.277,0.0,0.083,0.014,-0.208
1.68,3.882,17.483,0.0,0.173,0.014,-0.203
1.7,3.54,16.443,-0.0,0.227,0.014,-0.199
1.72,3.861,17.377,-0.0,0.178,0.014,-0.196
1.74,4.208,18.41,0.0,0.126,0.014,-0.194
1.76,4.204,18.375,0.0,0.127,0.014,-0.19
1.78,3.891,17.417,0.0,0.176,0.014,-0.187
1.8,3.876,17.351,0.0,0.179,0.014,-0.183
1.82,6.383,19.087,0.045,0.085,0.016,-0.183
1.84,6.522,19.165,0.047,0.08,0.016,-0.18
1.86,3.924,17.426,-0.001,0.177,0.016,-0.176
1.88,4.068,18.21,-0.004,0.138,0.016,-0.175
1.9,4.29,18.371,-0.0,0.128,0.016,-0.171
1.92,4.004,17.437,0.0,0.175,0.016,-0.168
1.94,2.087,17.485,-0.045,0.178,0.014,-0.164
1.96,2.603,19.354,-0.047,0.085,0.014,-0.164
1.98,4.317,18.383,0.001,0.124,0.014,-0.159
2.0,4.092,17.347,0.004,0.179,0.014,-0.157
2.02,4.524,19.101,0.0,0.089,0.014,-0.155
2.04,4.278,18.394,-0.0,0.125,0.014,-0.152
2.06,3.94,17.323,-0.0,0.179,0.014,-0.148
2.08,4.238,18.197,0.0,0.134,0.014,-0.147
2.1,3.983,17.387,0.0,0.172,0.014,-0.141
2.12,3.953,17.289,-0.0,0.178,0.014,-0.14
2.14,4.555,19.075,-0.0,0.085,0.014,-0.138
2.16,4.598,19.193,0.0,0.08,0.014,-0.136
2.18,4.261,18.156,0.0,0.132,0.014,-0.133
2.2,3.948,17.192,0.0,0.18,0.014,-0.129
2.22,4.551,18.998,0.0,0.089,0.014,-0.129
2.24,4.606,19.13,0.0,0.08,0.014,-0.126
2.26,4.278,18.142,0.0,0.132,0.014,-0.124
2.28,4.251,18.029,0.0,0.135,0.014,-0.12
2.3,4.58,19.019,0.0,0.086,0.014,-0.12
2.32,4.298,18.123,0.0,0.128,0.014,-0.115
2.34,3.973,17.143,0.0,0.179,0.014,-0.114
2.36,4.559,18.874,0.0,0.089,0.014,-0.112
2.38,4.325,18.142,0.0,0.125,0.014,-0.108
2.4,4.269,17.96,0.0,0.134,0.014,-0.107
2.42,4.577,18.864,0.0,0.087,0.014,-0.105
2.44,4.305,18.017,0.0,0.128,0.014,-0.101
2.46,4.566,18.802,0.0,0.09,0.014,-0.101
2.48,4.596,18.855,0.0,0.084,0.014,-0.098
2.5,4.292,17.934,0.0,0.132,0.014,-0.096
2.52,4.564,18.727,0.0,0.09,0.014,-0.094
2.54,4.309,17.93,0.0,0.129,0.014,-0.091
2.56,4.573,18.722,0.0,0.089,0.014,-0.091
2.58,4.601,18.767,0.0,0.084,0.014,-0.087
2.6,4.296,17.84,0.0,0.132,0.014,-0.086
2.62,4.566,18.629,0.0,0.09,0.014,-0.084
2.64,4.608,18.736,0.0,0.084,0.014,-0.082
2.66,4.59,18.664,0.0,0.087,0.014,-0.08
2.68,4.587,18.636,0.0,0.088,0.014,-0.079
2.7,4.59,18.626,0.0,0.087,0.014,-0.077
2.72,4.591,18.611,0.0,0.087,0.014,-0.075
2.74,4.89,19.503,0.0,0.042,0.014,-0.075
2.76,4.907,19.535,0.0,0.04,0.014,-0.073
2.78,4.596,18.59,0.0,0.088,0.014,-0.072
2.8,4.578,18.517,0.0,0.091,0.014,-0.07
2.82,4.901,19.479,0.0,0.043,0.014,-0.07
2.84,4.622,18.609,0.0,0.084,0.014,-0.066
2.86,4.591,18.516,0.0,0.091,0.014,-0.066
2.88,4.899,19.415,0.0,0.043,0.014,-0.065
2.9,4.631,18.595,0.0,0.085,0.014,-0.063
2.92,4.59,18.454,0.0,0.091,0.014,-0.061
2.94,4.61,18.49,0.0,0.088,0.014,-0.059
2.96,4.911,19.388,0.0,0.042,0.014,-0.059
2.98,4.925,19.409,0.0,0.04,0.014,-0.058
3.0,4.613,18.456,0.0,0.088,0.014,-0.056
3.02,4.891,19.285,0.0,0.046,0.014,-0.056
3.04,4.931,19.381,0.0,0.04,0.014,-0.054
3.06,4.621,18.436,0.0,0.088,0.014,-0.052
3.08,4.897,19.257,0.0,0.046,0.014,-0.052
3.1,4.936,19.351,0.0,0.04,0.014,-0.051
3.12,4.924,19.313,0.0,0.043,0.014,-0.051
3.14,4.918,19.274,0.0,0.044,0.014,-0.049
3.16,4.629,18.39,0.0,0.088,0.014,-0.047
3.18,4.909,19.223,0.0,0.046,0.014,-0.047
3.2,4.946,19.31,0.0,0.04,0.014,-0.045
3.22,4.933,19.269,0.0,0.043,0.014,-0.045
3.24,4.927,19.227,0.0,0.044,0.014,-0.044
3.26,4.935,19.25,0.0,0.044,0.014,-0.044
3.28,4.934,19.221,0.0,0.044,0.014,-0.042
3.3,4.94,19.238,0.0,0.044,0.014,-0.042
3.32,4.938,19.208,0.0,0.044,0.014,-0.04
3.34,4.944,19.225,0.0,0.044,0.014,-0.04
3.36,4.942,19.193,0.0,0.044,0.014,-0.038
3.38,4.948,19.209,0.0,0.044,0.014,-0.038
3.4,5.244,20.085,0.0,-0.001,0.014,-0.038
3.42,4.968,19.241,0.0,0.041,0.014,-0.037
3.44,4.936,19.141,0.0,0.047,0.014,-0.037
3.46,4.953,19.168,0.0,0.044,0.014,-0.035
3.48,4.964,19.195,0.0,0.043,0.014,-0.035
3.5,5.257,20.066,0.0,-0.001,0.014,-0.035
3.52,4.981,19.218,0.0,0.041,0.014,-0.033
3.54,4.948,19.117,0.0,0.047,0.014,-0.033
3.56,4.965,19.143,0.0,0.044,0.014,-0.031
3.58,3.091,19.306,-0.045,0.043,0.012,-0.031
3.6,3.282,20.183,-0.047,-0.001,0.012,-0.031
3.62,4.981,19.193,0.001,0.041,0.012,-0.03
3.64,5.066,19.082,0.004,0.047,0.012,-0.03
3.66,5.225,20.026,0.0,-0.001,0.012,-0.03
3.68,4.934,19.191,-0.0,0.041,0.012,-0.028
3.7,4.911,19.083,-0.0,0.047,0.012,-0.028
3.72,5.227,20.013,0.0,-0.001,0.012,-0.028
3.74,4.954,19.177,0.0,0.041,0.012,-0.026
3.76,4.918,19.069,-0.0,0.047,0.012,-0.026
3.78,4.934,19.09,-0.0,0.044,0.012,-0.024
3.8,4.943,19.113,0.0,0.043,0.012,-0.024
3.82,5.235,19.979,0.0,-0.001,0.012,-0.024
3.84,5.255,20.035,0.0,-0.004,0.012,-0.024
3.86,4.94,19.07,0.0,0.045,0.012,-0.023
3.88,4.926,19.024,0.0,0.048,0.012,-0.023
3.9,5.244,19.966,0.0,-0.001,0.012,-0.023
3.92,4.969,19.123,0.0,0.041,0.012,-0.021
3.94,4.933,19.011,0.0,0.047,0.012,-0.021
3.96,5.246,19.939,0.0,-0.001,0.012,-0.021
3.98,5.271,20.008,0.0,-0.004,0.012,-0.021
4.0,4.953,19.037,0.0,0.045,0.012,-0.019
4.02,4.939,18.988,0.0,0.048,0.012,-0.019
4.04,5.256,19.929,0.0,-0.001,0.012,-0.019
4.06,4.981,19.084,0.0,0.041,0.012,-0.018
4.08,4.945,18.971,0.0,0.047,0.012,-0.018
4.1,5.258,19.897,0.0,-0.001,0.012,-0.018
4.12,5.282,19.965,0.0,-0.004,0.012,-0.018
4.14,3.08,19.13,-0.045,0.045,0.01,-0.016
4.16,2.963,19.087,-0.047,0.048,0.01,-0.016
4.18,5.256,19.886,0.001,-0.001,0.01,-0.016
4.2,5.396,19.94,0.004,-0.004,0.01,-0.016
4.22,4.922,18.976,0.0,0.045,0.01,-0.014
4.24,4.889,18.926,-0.0,0.048,0.01,-0.014
4.26,5.217,19.864,-0.0,-0.001,0.01,-0.014
4.28,5.241,19.926,0.0,-0.004,0.01,-0.014
4.3,4.922,18.95,0.0,0.045,0.01,-0.012
4.32,4.906,18.899,-0.0,0.048,0.01,-0.012
4.34,5.222,19.837,-0.0,-0.001,0.01,-0.012
4.36,4.947,18.99,0.0,0.041,0.01,-0.011
4.38,4.909,18.873,0.0,0.047,0.01,-0.011
4.4,5.221,19.796,0.0,-0.001,0.01,-0.011
4.42,5.244,19.861,0.0,-0.004,0.01,-0.011
4.44,5.223,19.794,0.0,-0.0,0.01,-0.011
4.46,4.926,18.88,0.0,0.045,0.01,-0.009
4.48,3.03,18.979,-0.045,0.047,0.009,-0.009
4.5,3.243,19.919,-0.047,-0.001,0.009,-0.009
4.52,5.24,19.837,0.001,-0.004,0.009,-0.009
4.54,5.336,19.759,0.004,-0.0,0.009,-0.009
4.56,5.18,19.765,0.0,0.0,0.009,-0.009
4.58,4.869,18.867,-0.0,0.045,0.009,-0.007
4.6,4.867,18.822,-0.0,0.047,0.009,-0.007
4.62,5.183,19.751,0.0,-0.001,0.009,-0.007
4.64,5.203,19.809,0.0,-0.004,0.009,-0.007
4.66,5.181,19.739,-0.0,-0.0,0.009,-0.007
4.68,5.18,19.734,-0.0,0.0,0.009,-0.007
4.7,5.185,19.742,0.0,0.0,0.009,-0.007
4.72,5.187,19.745,0.0,-0.0,0.009,-0.007
4.74,5.19,19.748,0.0,-0.0,0.009,-0.007
4.76,4.894,18.842,0.0,0.045,0.009,-0.005
4.78,4.88,18.796,0.0,0.047,0.009,-0.005
4.8,5.194,19.726,0.0,-0.001,0.009,-0.005
4.82,5.215,19.783,0.0,-0.004,0.009,-0.005
4.84,5.193,19.712,0.0,-0.0,0.009,-0.005
4.86,5.192,19.706,0.0,0.0,0.009,-0.005
4.88,5.196,19.713,0.0,0.0,0.009,-0.005
4.9,5.199,19.716,0.0,-0.0,0.009,-0.005
4.92,5.201,19.717,0.0,-0.0,0.009,-0.005
4.94,5.203,19.719,0.0,0.0,0.009,-0.005
4.96,3.321,19.859,-0.045,0.0,0.007,-0.005
4.98,3.221,19.869,-0.047,0.0,0.007,-0.005
5.0,5.199,19.73,0.001,0.0,0.007,-0.005
5.02,5.319,19.724,0.004,0.0,0.007,-0.005
5.04,5.165,19.737,0.0,0.0,0.007,-0.005
5.06,5.149,19.74,-0.0,0.0,0.007,-0.005
5.08,5.163,19.741,-0.0,0.0,0.007,-0.005
5.1,5.167,19.743,0.0,0.0,0.007,-0.005
5.12,5.168,19.745,0.0,0.0,0.007,-0.005
5.14,5.169,19.747,-0.0,0.0,0.007,-0.005
5.16,5.171,19.749,-0.0,0.0,0.007,-0.005
5.18,5.173,19.751,0.0,0.0,0.007,-0.005
5.2,5.175,19.753,0.0,0.0,0.007,-0.005
5.22,5.177,19.755,0.0,0.0,0.007,-0.005
5.24,5.179,19.757,0.0,0.0,0.007,-0.005
5.26,5.181,19.759,0.0,0.0,0.007,-0.005
5.28,4.885,18.853,0.0,0.045,0.007,-0.004
5.3,4.87,18.806,0.0,0.047,0.007,-0.004
5.32,5.184,19.735,0.0,-0.001,0.007,-0.004
5.34,5.204,19.792,0.0,-0.004,0.007,-0.004
5.36,5.181,19.72,0.0,-0.0,0.007,-0.004
5.38,5.18,19.713,0.0,0.0,0.007,-0.004
5.4,5.184,19.72,0.0,0.0,0.007,-0.004
5.42,5.186,19.722,0.0,-0.0,0.007,-0.004
5.44,5.187,19.723,0.0,-0.0,0.007,-0.004
5.46,5.189,19.724,0.0,0.0,0.007,-0.004
5.48,5.19,19.725,0.0,0.0,0.007,-0.004
5.5,3.308,19.864,-0.045,0.0,0.005,-0.004
5.52,3.208,19.873,-0.047,0.0,0.005,-0.004
5.54,5.185,19.734,0.001,0.0,0.005,-0.004
5.56,5.304,19.727,0.004,0.0,0.005,-0.004
5.58,5.151,19.739,0.0,0.0,0.005,-0.004
5.6,5.134,19.742,-0.0,0.0,0.005,-0.004
5.62,5.147,19.742,-0.0,0.0,0.005,-0.004
5.64,5.15,19.743,0.0,0.0,0.005,-0.004
5.66,5.151,19.745,0.0,0.0,0.005,-0.004
5.68,5.152,19.746,-0.0,0.0,0.005,-0.004
5.7,5.153,19.747,-0.0,0.0,0.005,-0.004
5.72,5.155,19.749,0.0,0.0,0.005,-0.004
5.74,5.156,19.75,0.0,0.0,0.005,-0.004
5.76,5.157,19.751,0.0,0.0,0.005,-0.004
5.78,5.159,19.753,0.0,0.0,0.005,-0.004
5.8,5.16,19.754,0.0,0.0,0.005,-0.004
5.82,5.161,19.755,0.0,0.0,0.005,-0.004
5.84,5.163,19.757,0.0,0.0,0.005,-0.004
5.86,4.866,18.85,0.0,0.045,0.005,-0.002
5.88,4.852,18.802,0.0,0.047,0.005,-0.002
5.9,5.164,19.731,0.0,-0.001,0.005,-0.002
5.92,3.3,19.925,-0.045,-0.004,0.003,-0.002
5.94,3.175,19.86,-0.047,-0.0,0.003,-0.002
5.96,5.149,19.711,0.001,0.0,0.003,-0.002
5.98,5.269,19.709,0.004,0.0,0.003,-0.002
6.0,5.115,19.722,0.0,-0.0,0.003,-0.002
6.02,5.098,19.723,-0.0,-0.0,0.003,-0.002
6.04,5.11,19.723,-0.0,0.0,0.003,-0.002
6.06,5.113,19.723,0.0,0.0,0.003,-0.002
6.08,5.113,19.724,0.0,0.0,0.003,-0.002
6.1,5.114,19.725,-0.0,0.0,0.003,-0.002
6.12,5.115,19.725,-0.0,0.0,0.003,-0.002
6.14,5.116,19.726,0.0,0.0,0.003,-0.002
6.16,5.117,19.727,0.0,0.0,0.003,-0.002
6.18,5.117,19.727,-0.0,0.0,0.003,-0.002
6.2,5.118,19.728,0.0,0.0,0.003,-0.002
6.22,4.821,18.82,0.0,0.045,0.003,-0.0
6.24,4.806,18.772,0.0,0.047,0.003,-0.0
6.26,5.118,19.7,0.0,-0.001,0.003,-0.0
6.28,5.138,19.755,0.0,-0.004,0.003,-0.0
6.3,5.114,19.682,0.0,-0.0,0.003,-0.0
6.32,5.112,19.673,0.0,0.0,0.003,-0.0
6.34,5.114,19.679,0.0,0.0,0.003,-0.0
6.36,3.231,19.818,-0.045,-0.0,0.002,-0.0
6.38,3.13,19.824,-0.047,-0.0,0.002,-0.0
6.4,5.106,19.684,0.001,0.0,0.002,-0.0
6.42,5.224,19.675,0.004,0.0,0.002,-0.0
6.44,5.069,19.686,0.0,0.0,0.002,-0.0
6.46,5.051,19.688,-0.0,0.0,0.002,-0.0
6.48,5.063,19.687,-0.0,0.0,0.002,-0.0
6.5,5.066,19.686,0.0,0.0,0.002,-0.0
6.52,5.065,19.686,0.0,0.0,0.002,-0.0
6.54,5.066,19.686,-0.0,0.0,0.002,-0.0
6.56,5.066,19.686,-0.0,0.0,0.002,-0.0
6.58,5.066,19.686,0.0,0.0,0.002,-0.0
6.6,5.067,19.686,0.0,0.0,0.002,-0.0
6.62,5.067,19.686,-0.0,0.0,0.002,-0.0
6.64,5.067,19.686,-0.0,0.0,0.002,-0.0
6.66,5.068,19.686,0.0,0.0,0.002,-0.0
6.68,5.068,19.686,0.0,0.0,0.002,-0.0
6.7,3.184,19.824,-0.045,0.0,0.0,-0.0
6.72,3.083,19.831,-0.047,0.0,0.0,-0.0
6.74,5.059,19.691,0.001,0.0,0.0,-0.0
6.76,5.176,19.682,0.004,0.0,0.0,-0.0
6.78,5.021,19.693,0.0,0.0,0.0,-0.0
6.8,5.003,19.695,-0.0,0.0,0.0,-0.0
6.82,5.015,19.694,-0.0,0.0,0.0,-0.0
6.84,5.017,19.694,0.0,0.0,0.0,-0.0
6.86,5.016,19.694,0.0,0.0,0.0,-0.0
6.88,5.016,19.694,-0.0,0.0,0.0,-0.0
6.9,4.718,18.786,-0.0,0.045,0.0,0.002
6.92,4.702,18.737,0.0,0.047,0.0,0.002
